Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency
18,94,3,3,1,5,81,2,1,0,3,1.0,0,-1,5,0,1.0,1.0,0,71,3.0
19,87,1,2,0,9,54,1,1,3,1,3.0,0,1,4,0,1.0,2.0,0,66,1.9
20,61,1,2,0,6,52,2,1,2,1,1.0,1,-1,2,0,3.0,1.0,1,60,2.857142857142857
10,69,2,2,1,5,65,1,1,0,2,2.0,1,1,3,0,1.0,1.0,0,60,1.6666666666666667
29,63,1,1,1,9,97,3,0,3,2,3.0,0,-1,3,0,1.0,1.0,1,66,2.9
20,83,2,1,1,5,85,2,1,1,3,3.0,0,0,2,0,2.0,3.0,1,67,3.3333333333333335
23,90,1,1,0,9,50,1,1,4,2,2.0,1,0,3,0,1.0,2.0,1,67,2.3
26,64,2,2,0,5,64,2,1,2,3,2.0,0,-1,1,0,1.0,1.0,1,64,4.333333333333333
14,94,2,2,0,5,51,2,1,0,2,3.0,0,0,3,0,2.0,1.0,1,66,2.3333333333333335
23,82,3,1,0,7,65,3,1,1,2,3.0,0,-1,3,0,1.0,1.0,0,68,2.875
18,88,3,1,1,6,84,2,1,1,2,3.0,0,1,3,0,3.0,2.0,0,70,2.5714285714285716
25,99,3,2,1,7,88,2,1,3,1,2.0,1,1,4,0,2.0,2.0,0,75,3.125
7,63,3,3,1,10,90,2,1,0,1,2.0,1,1,2,1,1.0,2.0,1,86,0.6363636363636364
19,96,2,2,1,7,95,3,1,3,2,3.0,1,-1,3,0,2.0,1.0,0,73,2.375
16,65,2,1,0,9,68,2,1,1,3,2.0,0,0,3,0,1.0,2.0,1,61,1.6
23,76,3,3,0,7,93,2,1,0,2,2.0,1,-1,6,0,1.0,2.0,1,68,2.875
23,94,2,3,0,8,86,2,1,1,1,3.0,0,0,0,0,2.0,3.0,0,70,2.5555555555555554
16,96,2,2,1,4,77,3,1,1,3,3.0,0,1,2,0,1.0,1.0,1,71,3.2
16,80,3,2,1,8,98,3,1,2,2,3.0,1,1,4,0,3.0,1.0,1,71,1.7777777777777777
19,84,2,2,0,8,97,3,1,2,2,2.0,0,0,1,1,2.0,1.0,1,68,2.111111111111111
15,88,3,3,1,6,95,2,1,2,1,2.0,0,-1,4,0,1.0,1.0,0,70,2.142857142857143
25,93,2,2,1,10,60,1,1,1,2,2.0,0,1,3,0,2.0,2.0,1,70,2.272727272727273
18,65,2,3,1,6,60,1,1,0,2,3.0,1,0,3,0,1.0,2.0,0,62,2.5714285714285716
3,92,3,1,1,5,95,3,1,3,2,2.0,0,0,1,0,3.0,1.0,0,67,0.5
18,79,2,2,0,8,70,3,1,3,2,2.0,0,1,3,0,2.0,1.0,0,68,2.0
14,78,3,3,1,5,90,2,1,1,2,2.0,0,0,3,0,3.0,1.0,0,68,2.3333333333333335
10,77,3,3,0,7,84,1,1,2,1,3.0,1,0,1,0,1.0,3.0,1,64,1.25
13,80,2,3,0,9,88,2,1,1,3,3.0,0,1,3,0,3.0,1.0,1,68,1.3
21,98,1,3,1,8,51,2,1,0,2,2.0,0,0,3,0,1.0,1.0,1,69,2.3333333333333335
28,82,2,3,0,7,71,1,1,1,2,3.0,0,0,3,0,1.0,1.0,1,70,3.5
22,98,2,2,1,6,93,2,1,4,1,2.0,0,0,4,0,1.0,1.0,0,73,3.142857142857143
16,67,3,2,1,9,74,2,1,1,3,3.0,0,1,3,0,3.0,2.0,1,66,1.6
23,89,1,2,0,5,85,1,1,0,1,2.0,0,1,3,0,3.0,2.0,1,68,3.8333333333333335
17,92,1,2,1,8,88,3,0,1,3,2.0,0,0,3,0,1.0,1.0,0,68,1.8888888888888888
16,87,1,2,1,10,56,1,1,2,2,3.0,1,0,0,0,3.0,2.0,0,65,1.4545454545454546
13,84,2,2,1,8,58,3,1,2,1,1.0,0,0,3,0,3.0,1.0,0,66,1.4444444444444444
9,83,3,1,1,7,86,2,1,0,1,2.0,0,-1,1,0,2.0,3.0,0,62,1.125
18,94,1,1,1,7,53,1,1,3,2,3.0,1,0,2,0,1.0,1.0,0,67,2.25
21,93,2,3,1,6,67,3,1,1,2,3.0,0,1,3,0,3.0,1.0,0,73,3.0
19,65,2,1,1,6,96,2,1,2,2,3.0,1,0,2,0,3.0,1.0,1,65,2.7142857142857144
18,94,3,1,0,7,79,3,1,2,3,2.0,1,0,4,0,1.0,1.0,0,70,2.25
14,77,3,2,1,8,96,2,1,3,2,2.0,0,0,2,0,3.0,1.0,1,68,1.5555555555555556
24,70,3,2,1,9,65,2,1,3,2,1.0,1,1,3,0,1.0,2.0,1,67,2.4
12,95,1,2,1,4,82,3,1,2,1,2.0,0,-1,3,0,1.0,2.0,1,66,2.4
25,77,2,1,0,4,64,1,1,3,1,2.0,0,0,4,1,2.0,1.0,0,65,5.0
14,92,3,1,1,9,56,1,1,1,2,2.0,0,0,4,0,1.0,2.0,0,66,1.4
15,71,3,3,0,7,100,1,1,2,1,1.0,0,0,4,0,1.0,1.0,1,66,1.875
11,60,2,3,0,7,59,3,1,2,1,2.0,0,1,1,0,2.0,2.0,1,60,1.375
17,80,3,1,1,8,59,2,1,0,3,3.0,0,-1,4,0,2.0,1.0,0,66,1.8888888888888888
26,64,3,2,1,7,92,1,1,2,1,3.0,1,1,4,0,2.0,2.0,0,68,3.25
23,90,2,2,1,10,90,1,1,3,1,2.0,0,1,5,0,1.0,1.0,1,72,2.090909090909091
26,71,1,3,0,8,99,2,0,1,2,2.0,0,1,3,0,2.0,1.0,1,68,2.888888888888889
23,78,2,2,1,6,54,3,1,0,1,2.0,0,0,3,0,3.0,1.0,0,67,3.2857142857142856
13,63,3,2,0,6,55,3,1,0,2,1.0,0,1,4,0,3.0,1.0,1,62,1.8571428571428572
18,71,2,2,0,7,72,3,1,0,3,3.0,0,1,5,0,2.0,2.0,0,66,2.25
15,91,3,2,0,6,80,2,1,0,1,2.0,1,1,3,0,3.0,1.0,1,69,2.142857142857143
28,66,2,2,0,10,52,1,1,0,1,3.0,0,1,3,0,1.0,1.0,1,64,2.5454545454545454
13,86,1,2,0,7,58,2,0,0,2,2.0,1,1,3,0,1.0,1.0,1,63,1.625
25,97,1,3,1,5,85,2,1,2,3,2.0,0,1,2,0,1.0,1.0,1,74,4.166666666666667
25,87,3,2,1,8,83,2,1,0,2,3.0,1,1,4,0,2.0,2.0,1,72,2.7777777777777777
31,92,2,2,1,9,54,2,0,1,1,2.0,1,1,3,0,2.0,1.0,1,71,3.1
18,64,1,3,1,9,97,2,1,2,2,2.0,0,-1,3,0,1.0,2.0,0,64,1.8
24,70,3,3,0,6,63,1,0,0,1,2.0,0,0,3,0,1.0,1.0,1,65,3.4285714285714284
34,96,2,2,1,5,94,3,1,1,2,3.0,0,-1,5,1,1.0,2.0,0,75,5.666666666666667
16,89,3,2,0,9,96,2,1,2,2,1.0,0,1,3,0,2.0,3.0,1,69,1.6
11,86,2,2,0,5,75,2,1,1,2,1.0,0,0,4,0,3.0,2.0,0,65,1.8333333333333333
9,87,1,1,0,8,71,1,0,0,1,3.0,0,0,1,0,2.0,2.0,1,60,1.0
24,77,2,2,1,6,64,2,1,2,3,2.0,0,1,4,0,1.0,1.0,1,69,3.4285714285714284
9,62,3,3,1,9,90,3,1,4,3,2.0,0,0,4,0,2.0,3.0,1,65,0.9
18,91,1,2,1,5,60,1,1,0,3,3.0,1,1,4,0,1.0,2.0,1,67,3.0
23,87,3,1,0,6,81,1,1,5,2,3.0,1,0,2,0,1.0,3.0,0,70,3.2857142857142856
21,79,2,1,1,8,78,1,1,1,1,3.0,0,1,4,0,2.0,2.0,0,66,2.3333333333333335
23,96,2,2,1,8,62,2,1,0,1,3.0,0,0,4,0,1.0,2.0,0,69,2.5555555555555554
21,73,2,2,1,9,99,2,1,2,2,3.0,0,0,3,0,3.0,1.0,1,69,2.1
28,72,3,2,1,8,92,1,1,1,2,2.0,0,-1,2,0,1.0,1.0,0,68,3.111111111111111
14,95,2,2,1,8,51,2,1,5,2,2.0,1,1,4,0,2.0,1.0,0,70,1.5555555555555556
16,92,2,1,0,9,71,3,1,2,1,2.0,1,0,2,0,1.0,2.0,0,66,1.6
15,81,3,2,0,5,68,1,0,0,2,3.0,0,1,3,0,1.0,1.0,0,65,2.5
25,65,1,2,0,6,94,2,1,1,1,3.0,0,-1,4,0,2.0,1.0,1,65,3.5714285714285716
25,69,1,2,1,5,63,2,1,1,3,2.0,1,0,2,0,1.0,1.0,1,65,4.166666666666667
23,86,1,2,1,4,100,2,1,0,1,3.0,0,-1,3,0,3.0,1.0,1,69,4.6
27,75,2,2,0,8,60,2,1,4,2,2.0,0,1,2,0,3.0,2.0,0,69,3.0
13,93,2,3,0,9,62,1,1,0,1,2.0,1,0,3,0,1.0,2.0,1,65,1.3
30,98,3,3,1,8,83,3,0,1,1,3.0,0,0,3,0,1.0,1.0,0,76,3.3333333333333335
29,92,2,3,0,8,58,1,1,2,2,1.0,1,0,3,0,2.0,1.0,1,72,3.2222222222222223
24,75,2,1,0,7,94,2,1,2,2,3.0,0,-1,4,0,1.0,1.0,1,67,3.0
31,92,3,2,1,7,55,2,1,3,1,3.0,0,1,3,0,1.0,1.0,1,74,3.875
10,74,2,2,1,10,99,3,1,2,2,3.0,0,0,3,0,2.0,1.0,1,66,0.9090909090909091
17,67,3,3,1,9,94,2,1,2,1,1.0,1,1,3,0,1.0,1.0,0,66,1.7
16,61,2,3,0,6,92,3,1,4,3,3.0,0,0,3,0,1.0,1.0,1,66,2.2857142857142856
24,75,1,3,1,9,70,3,1,5,3,3.0,0,-1,5,0,2.0,1.0,0,71,2.4
14,96,2,1,0,9,76,2,1,0,1,3.0,0,0,3,0,1.0,2.0,1,66,1.4
25,70,1,3,0,8,73,3,1,1,1,1.0,0,-1,2,0,3.0,1.0,1,65,2.7777777777777777
28,68,1,3,1,8,99,2,1,1,3,2.0,0,0,3,0,1.0,1.0,0,69,3.111111111111111
24,99,2,1,1,8,52,1,1,1,1,3.0,0,-1,2,0,1.0,1.0,1,69,2.6666666666666665
22,61,2,2,1,5,69,1,1,2,1,3.0,0,0,2,0,1.0,3.0,0,63,3.6666666666666665
14,91,1,2,0,5,98,3,1,0,3,3.0,0,0,3,0,1.0,1.0,0,68,2.3333333333333335
15,73,2,2,0,8,68,2,1,1,3,2.0,0,0,3,0,1.0,1.0,0,64,1.6666666666666667
27,61,2,2,0,5,70,2,1,2,1,1.0,0,0,2,0,2.0,1.0,1,64,4.5
25,97,2,3,1,5,82,3,1,1,1,3.0,0,-1,5,0,2.0,2.0,1,73,4.166666666666667
20,66,1,3,1,4,95,3,1,2,3,2.0,0,0,2,0,1.0,2.0,0,66,4.0
17,82,2,3,0,6,65,1,1,4,1,2.0,1,1,3,0,1.0,2.0,0,67,2.4285714285714284
8,71,3,2,1,8,97,2,1,3,2,2.0,1,0,1,1,1.0,1.0,0,63,0.8888888888888888
14,63,2,2,1,8,64,3,1,1,1,2.0,0,0,3,0,1.0,2.0,1,61,1.5555555555555556
31,62,2,2,1,8,91,3,1,4,3,3.0,0,1,4,0,1.0,2.0,1,71,3.4444444444444446
12,65,1,2,1,6,64,2,1,1,2,2.0,0,1,3,0,2.0,1.0,0,61,1.7142857142857142
21,63,2,1,1,7,54,1,1,1,2,2.0,1,1,3,0,2.0,2.0,0,62,2.625
26,90,3,3,1,8,91,2,1,1,3,3.0,1,0,4,1,1.0,1.0,1,74,2.888888888888889
12,79,2,2,0,8,73,2,1,2,2,2.0,1,0,4,0,1.0,1.0,1,65,1.3333333333333333
21,74,1,1,1,6,70,1,1,2,1,3.0,0,1,3,0,1.0,2.0,0,64,3.0
26,77,1,1,0,7,71,2,1,1,2,3.0,0,0,4,0,3.0,2.0,1,66,3.25
20,97,3,3,1,4,81,2,1,1,2,2.0,0,1,2,1,1.0,1.0,1,72,4.0
37,96,3,2,1,7,63,2,1,0,2,3.0,1,1,4,0,1.0,1.0,1,76,4.625
10,89,2,2,1,6,62,2,1,4,1,2.0,0,1,3,0,3.0,2.0,1,67,1.4285714285714286
26,95,2,3,0,9,74,1,1,3,1,2.0,1,0,3,1,1.0,1.0,0,71,2.6
19,73,3,2,0,6,52,2,1,1,2,2.0,0,1,3,0,1.0,1.0,1,65,2.7142857142857144
25,75,1,1,1,7,82,2,1,3,2,3.0,1,-1,4,0,3.0,1.0,1,68,3.125
23,85,2,2,1,6,91,1,1,1,1,3.0,0,0,3,0,1.0,3.0,1,68,3.2857142857142856
16,85,3,1,1,6,86,1,1,3,3,3.0,1,0,2,0,1.0,3.0,1,67,2.2857142857142856
21,79,2,1,0,8,73,2,1,1,1,1.0,0,0,2,0,1.0,1.0,0,64,2.3333333333333335
9,76,1,3,0,6,78,1,0,0,2,2.0,0,-1,4,1,3.0,1.0,1,60,1.2857142857142858
24,99,2,2,0,10,51,1,1,1,1,2.0,0,0,3,0,1.0,1.0,1,70,2.1818181818181817
22,93,3,2,1,4,96,3,1,1,3,1.0,1,1,2,0,2.0,1.0,1,73,4.4
24,77,2,2,1,8,78,1,1,2,3,3.0,1,1,3,0,1.0,2.0,1,69,2.6666666666666665
26,89,3,2,0,7,66,2,1,0,1,2.0,0,0,5,1,2.0,1.0,1,70,3.25
22,71,2,2,0,7,65,1,1,1,1,2.0,0,0,3,0,2.0,1.0,1,64,2.75
21,64,3,1,1,7,83,3,1,2,1,1.0,0,0,3,0,1.0,2.0,0,64,2.625
15,74,3,2,1,8,79,2,1,0,3,2.0,0,-1,3,0,2.0,1.0,1,65,1.6666666666666667
16,76,2,2,0,7,59,1,1,0,1,2.0,0,0,2,0,2.0,1.0,0,62,2.0
27,61,2,2,1,9,70,2,1,0,2,2.0,0,0,2,0,1.0,1.0,1,64,2.7
29,93,2,2,1,7,84,2,1,0,3,2.0,0,0,3,0,2.0,2.0,1,72,3.625
19,74,2,1,1,5,65,3,0,1,1,3.0,0,1,3,0,1.0,1.0,1,64,3.1666666666666665
20,83,2,2,1,7,75,2,1,0,2,2.0,0,0,4,0,1.0,1.0,0,67,2.5
15,63,3,3,1,9,63,1,0,4,3,3.0,1,-1,3,0,2.0,1.0,1,64,1.5
27,67,1,2,0,6,54,2,1,0,2,1.0,1,-1,2,0,1.0,3.0,1,61,3.857142857142857
24,96,2,3,1,5,69,2,1,1,1,2.0,0,1,4,0,1.0,1.0,1,72,4.0
32,84,2,2,1,8,87,2,0,2,2,2.0,0,1,1,0,1.0,3.0,1,70,3.5555555555555554
15,98,2,3,0,8,61,2,1,4,1,2.0,0,1,2,0,1.0,2.0,0,70,1.6666666666666667
18,100,2,2,0,6,88,2,1,2,2,2.0,0,0,2,0,2.0,2.0,1,71,2.5714285714285716
21,75,3,3,0,7,83,1,1,1,2,2.0,0,1,2,0,2.0,1.0,0,68,2.625
24,72,2,2,0,7,75,2,1,3,3,2.0,1,0,2,0,2.0,1.0,0,68,3.0
19,94,3,3,0,7,99,2,1,0,1,2.0,0,0,1,1,1.0,1.0,1,70,2.375
15,100,3,3,0,8,94,3,1,2,2,3.0,0,-1,3,0,2.0,1.0,1,73,1.6666666666666667
25,85,3,2,0,6,78,1,1,2,2,3.0,0,0,1,0,1.0,3.0,0,69,3.5714285714285716
24,92,2,3,0,8,78,3,1,0,2,2.0,0,0,3,0,1.0,1.0,1,71,2.6666666666666665
15,91,1,2,0,6,64,1,1,1,1,3.0,0,1,3,1,1.0,1.0,1,64,2.142857142857143
28,74,2,2,0,9,96,1,1,0,2,2.0,1,0,3,0,1.0,1.0,0,68,2.8
27,83,2,2,0,10,95,2,1,0,3,1.0,1,0,4,0,1.0,2.0,0,69,2.4545454545454546
21,93,3,1,0,6,87,2,1,1,1,3.0,0,1,2,0,1.0,1.0,0,70,3.0
20,88,2,2,0,5,56,2,1,1,1,2.0,0,0,4,0,1.0,1.0,0,67,3.3333333333333335
23,61,2,3,1,8,85,2,1,1,2,3.0,1,1,0,0,1.0,1.0,1,66,2.5555555555555554
15,73,2,3,0,7,63,2,1,2,2,2.0,0,0,5,0,3.0,2.0,1,65,1.875
20,66,2,3,1,8,59,1,1,4,2,2.0,0,1,3,0,2.0,1.0,1,66,2.2222222222222223
7,69,1,2,1,6,88,2,1,0,1,3.0,1,-1,4,0,3.0,1.0,0,61,1.0
25,96,1,2,0,7,98,2,1,0,1,2.0,0,1,2,0,1.0,1.0,0,71,3.125
11,61,3,1,1,6,55,2,1,5,3,1.0,0,0,3,0,1.0,3.0,1,60,1.5714285714285714
29,69,2,2,1,7,58,2,1,1,1,1.0,0,1,2,0,2.0,1.0,1,66,3.625
18,72,1,1,1,5,61,1,1,1,2,2.0,1,-1,4,0,2.0,2.0,1,61,3.0
19,85,2,2,1,7,98,3,1,2,2,2.0,0,-1,3,1,1.0,2.0,0,68,2.375
16,81,2,3,1,5,85,3,0,2,1,2.0,0,1,3,0,2.0,1.0,1,68,2.6666666666666665
18,69,2,2,1,6,84,2,1,2,1,2.0,0,1,4,0,1.0,1.0,1,65,2.5714285714285716
29,67,3,1,0,7,75,2,0,3,1,2.0,0,0,1,0,1.0,1.0,0,65,3.625
5,69,2,2,1,8,77,2,0,2,1,3.0,0,-1,2,0,2.0,1.0,0,60,0.5555555555555556
28,80,1,2,0,8,65,1,1,2,1,2.0,1,0,2,0,2.0,1.0,1,67,3.111111111111111
22,71,3,2,0,8,58,2,0,2,1,2.0,0,-1,4,0,2.0,1.0,0,65,2.4444444444444446
13,98,3,2,1,5,89,3,1,1,3,2.0,0,-1,3,0,1.0,1.0,1,70,2.1666666666666665
14,79,2,2,0,9,74,2,1,1,2,2.0,0,0,4,0,1.0,1.0,1,64,1.4
30,62,2,3,1,6,63,2,1,2,1,3.0,0,1,4,0,1.0,2.0,1,68,4.285714285714286
14,89,3,2,0,6,82,3,1,2,2,2.0,0,-1,4,0,2.0,2.0,0,69,2.0
13,73,2,3,1,7,60,3,1,0,3,3.0,0,0,3,0,2.0,1.0,0,65,1.625
27,86,2,2,0,6,74,2,1,2,3,3.0,1,0,3,0,1.0,1.0,1,71,3.857142857142857
22,71,2,2,1,8,60,1,1,1,2,3.0,0,0,4,0,1.0,2.0,0,65,2.4444444444444446
14,83,2,3,1,8,88,1,1,0,3,2.0,0,-1,2,1,1.0,2.0,1,65,1.5555555555555556
21,91,2,2,1,6,66,3,1,0,2,2.0,0,1,2,1,2.0,3.0,0,68,3.0
14,97,2,1,0,7,72,3,1,1,1,1.0,0,0,3,0,1.0,1.0,0,66,1.75
27,70,1,1,1,7,88,2,0,1,3,2.0,0,0,3,0,1.0,1.0,1,65,3.375
26,73,3,3,1,8,83,1,1,2,2,2.0,0,1,4,0,2.0,1.0,1,71,2.888888888888889
23,79,1,2,1,6,70,2,1,3,2,3.0,0,-1,4,0,3.0,2.0,0,68,3.2857142857142856
22,97,2,2,1,6,54,2,0,2,3,2.0,0,0,2,0,2.0,1.0,1,70,3.142857142857143
31,96,2,1,0,5,96,1,1,3,1,3.0,1,0,2,0,2.0,1.0,0,74,5.166666666666667
20,64,3,1,1,6,50,3,1,0,1,2.0,1,0,2,0,1.0,1.0,1,62,2.857142857142857
13,65,2,3,0,5,87,1,1,1,2,2.0,0,1,2,1,1.0,2.0,0,61,2.1666666666666665
23,80,3,3,1,6,97,2,1,0,2,2.0,1,0,3,0,1.0,1.0,1,70,3.2857142857142856
33,64,1,2,1,9,65,2,1,0,2,2.0,0,-1,2,0,2.0,2.0,1,65,3.3
14,74,2,2,1,8,54,3,1,2,1,1.0,0,0,2,0,1.0,2.0,1,62,1.5555555555555556
18,66,3,3,0,9,62,2,1,2,3,2.0,0,0,4,0,1.0,2.0,0,65,1.8
22,85,3,2,0,6,66,1,1,0,1,2.0,1,1,4,0,2.0,1.0,1,68,3.142857142857143
20,98,2,3,1,4,73,2,1,2,2,1.0,1,1,1,0,1.0,3.0,1,70,4.0
14,100,2,1,0,7,76,1,1,1,2,2.0,1,0,3,0,3.0,1.0,0,68,1.75
27,75,1,2,0,10,86,2,0,3,2,2.0,1,1,6,0,3.0,1.0,0,69,2.4545454545454546
34,84,2,3,1,6,95,2,1,1,1,2.0,1,0,3,0,3.0,3.0,1,73,4.857142857142857
21,94,2,2,1,7,73,2,1,1,2,2.0,1,1,5,0,2.0,1.0,0,71,2.625
15,65,1,3,1,5,87,2,1,0,1,3.0,1,0,4,0,1.0,1.0,0,63,2.5
11,88,3,2,1,7,56,1,1,2,2,2.0,0,0,2,0,2.0,1.0,1,66,1.375
22,76,3,1,1,7,66,1,1,1,1,3.0,1,1,4,0,3.0,1.0,1,67,2.75
27,68,1,3,0,4,56,2,1,0,1,3.0,0,0,1,0,1.0,1.0,0,64,5.4
23,76,2,1,1,5,85,2,1,1,2,1.0,0,0,3,0,1.0,1.0,0,66,3.8333333333333335
20,63,3,3,1,5,95,2,1,2,3,3.0,0,1,3,0,2.0,1.0,1,69,3.3333333333333335
16,88,2,3,1,5,94,3,1,4,2,2.0,1,1,6,0,2.0,2.0,1,72,2.6666666666666665
13,70,2,3,1,6,66,2,1,1,2,2.0,0,-1,4,0,1.0,1.0,1,63,1.8571428571428572
25,72,2,3,1,8,62,2,1,2,1,2.0,0,1,2,0,1.0,1.0,0,67,2.7777777777777777
25,65,1,2,0,6,64,2,1,1,2,2.0,1,-1,4,0,2.0,1.0,1,64,3.5714285714285716
11,95,2,2,1,9,64,3,1,4,1,2.0,0,1,4,0,1.0,2.0,1,68,1.1
30,80,3,3,0,6,54,3,1,1,3,2.0,0,1,3,0,1.0,2.0,0,71,4.285714285714286
23,83,2,1,1,7,57,2,0,2,2,3.0,0,1,4,0,1.0,2.0,0,67,2.875
28,83,2,1,0,8,61,2,1,1,1,2.0,1,-1,5,1,3.0,1.0,1,67,3.111111111111111
12,76,2,2,1,9,50,2,1,2,2,3.0,0,-1,3,0,2.0,1.0,1,64,1.2
12,68,3,1,0,6,52,1,1,5,3,3.0,0,0,3,0,2.0,1.0,1,63,1.7142857142857142
19,90,3,3,0,8,85,2,1,2,2,2.0,0,0,4,0,2.0,1.0,1,72,2.111111111111111
23,65,1,2,1,6,81,1,1,2,1,2.0,0,0,2,0,1.0,1.0,0,63,3.2857142857142856
31,64,3,2,0,10,97,1,1,2,2,2.0,1,-1,4,0,1.0,3.0,0,67,2.8181818181818183
24,88,1,2,1,5,70,2,0,1,1,2.0,1,1,2,0,3.0,1.0,1,68,4.0
19,68,1,3,1,8,72,3,1,2,1,3.0,1,0,3,0,2.0,3.0,1,64,2.111111111111111
14,72,2,3,0,9,53,2,1,4,2,2.0,0,-1,3,0,3.0,1.0,1,65,1.4
27,79,2,1,1,5,58,3,1,2,2,2.0,1,0,1,0,3.0,3.0,0,68,4.5
14,78,2,3,1,8,85,2,1,2,1,2.0,1,-1,4,0,1.0,1.0,1,66,1.5555555555555556
30,88,2,2,1,6,62,3,1,4,1,2.0,1,1,5,0,2.0,3.0,0,73,4.285714285714286
18,85,1,2,1,10,89,2,1,1,3,2.0,1,1,3,0,1.0,1.0,0,68,1.6363636363636365
30,86,2,3,0,4,85,3,1,2,2,2.0,1,0,5,1,3.0,3.0,1,72,6.0
24,89,2,2,1,5,87,2,0,3,3,2.0,0,0,0,0,1.0,1.0,0,70,4.0
19,72,2,2,1,5,85,3,1,1,1,2.0,1,0,4,0,2.0,1.0,0,66,3.1666666666666665
17,73,1,2,1,5,85,3,1,3,2,2.0,0,1,1,0,2.0,1.0,0,66,2.8333333333333335
18,78,1,1,1,8,77,2,1,2,2,3.0,1,0,4,0,2.0,1.0,0,66,2.0
23,72,3,1,1,10,84,1,1,2,1,2.0,0,-1,2,0,1.0,2.0,1,65,2.090909090909091
20,99,3,1,1,9,76,3,1,2,1,2.0,0,0,5,0,2.0,3.0,1,71,2.0
16,93,1,2,1,7,60,2,1,1,2,2.0,0,1,1,0,1.0,2.0,0,66,2.0
19,67,2,1,0,7,61,3,1,1,2,2.0,1,0,4,0,2.0,2.0,0,63,2.375
20,60,2,2,1,6,70,2,1,2,1,2.0,0,0,3,1,3.0,1.0,0,63,2.857142857142857
7,62,3,2,1,8,51,1,1,0,2,1.0,0,1,3,0,2.0,2.0,1,58,0.7777777777777778
23,70,2,3,0,7,94,1,1,3,2,3.0,0,0,3,0,1.0,1.0,0,68,2.875
14,65,3,2,0,7,63,2,1,2,1,2.0,0,0,3,0,1.0,2.0,1,61,1.75
13,81,2,3,0,6,53,1,1,2,1,2.0,0,1,4,0,1.0,1.0,1,65,1.8571428571428572
10,94,3,1,0,5,71,2,1,1,3,2.0,0,1,3,0,1.0,2.0,1,67,1.6666666666666667
9,89,1,3,1,7,91,2,1,1,3,1.0,0,0,3,0,3.0,1.0,1,67,1.125
12,69,3,1,0,7,70,2,1,1,2,2.0,1,1,4,0,1.0,1.0,1,62,1.5
16,76,2,3,1,6,63,3,1,0,1,2.0,0,1,1,0,1.0,1.0,0,86,2.2857142857142856
32,80,3,2,0,6,77,1,1,0,2,2.0,0,0,5,0,2.0,1.0,1,71,4.571428571428571
17,92,2,2,1,8,79,2,1,1,1,2.0,0,1,3,0,3.0,1.0,1,70,1.8888888888888888
21,94,2,2,0,8,88,2,1,1,2,2.0,0,1,3,0,2.0,1.0,1,71,2.3333333333333335
22,96,3,1,0,10,90,3,1,2,1,2.0,0,0,3,1,2.0,2.0,1,71,2.0
21,80,3,3,1,9,85,1,1,1,3,2.0,0,-1,3,0,2.0,1.0,0,70,2.1
20,88,2,3,1,5,50,2,0,2,1,2.0,0,0,5,0,1.0,2.0,1,67,3.3333333333333335
13,64,2,1,1,7,50,3,1,0,2,1.0,0,1,4,0,1.0,1.0,1,60,1.625
29,83,3,3,0,5,99,2,1,0,2,3.0,0,0,4,0,2.0,1.0,0,73,4.833333333333333
31,70,3,1,1,4,63,3,1,1,2,2.0,0,0,2,1,1.0,1.0,0,67,6.2
10,77,1,3,1,10,64,3,1,1,1,2.0,1,-1,3,1,2.0,1.0,0,62,0.9090909090909091
14,85,2,3,0,9,87,3,1,0,2,2.0,0,-1,3,0,2.0,1.0,0,67,1.4
18,70,3,1,0,6,79,2,1,1,2,3.0,0,1,2,0,2.0,1.0,0,65,2.5714285714285716
14,62,2,2,0,9,73,2,1,1,1,2.0,0,0,6,0,1.0,1.0,1,61,1.4
23,60,3,2,1,9,56,1,0,0,1,2.0,1,-1,4,0,1.0,2.0,0,61,2.3
16,61,3,2,0,4,54,1,1,1,1,2.0,1,0,2,0,1.0,1.0,0,60,3.2
33,60,3,3,0,8,85,1,1,4,1,1.0,0,-1,3,0,1.0,1.0,1,68,3.6666666666666665
27,64,3,2,1,6,56,1,1,0,1,3.0,0,0,5,0,2.0,2.0,0,65,3.857142857142857
21,70,3,3,1,8,72,1,1,3,2,1.0,0,0,1,0,3.0,2.0,0,67,2.3333333333333335
26,69,3,1,0,10,87,1,1,2,2,1.0,0,1,2,0,3.0,1.0,1,67,2.3636363636363638
27,99,3,2,0,9,96,1,1,0,3,2.0,1,1,2,0,2.0,2.0,1,74,2.7
17,72,1,2,0,7,94,1,1,4,2,2.0,0,1,2,0,1.0,3.0,0,64,2.125
15,65,2,3,1,9,93,1,1,2,1,1.0,1,0,3,0,2.0,1.0,1,64,1.5
20,82,2,1,1,4,68,2,1,2,1,3.0,0,0,3,0,1.0,1.0,1,67,4.0
25,94,3,3,0,8,96,3,1,6,2,2.0,0,-1,3,1,1.0,3.0,0,74,2.7777777777777777
21,87,2,2,1,8,84,3,1,1,1,1.0,1,1,2,0,2.0,1.0,1,69,2.3333333333333335
11,72,1,2,0,8,94,3,1,1,1,1.0,0,1,2,0,1.0,1.0,1,62,1.2222222222222223
